,ID,titre_original,acteur_1,acteur_2,acteur_3,acteur_4,real_1,real_2,real_3,scen_1,scen_2,scen_3,distrib_1,distrib_2,distrib_3,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,pays,jour_sortie,mois_sortie,annee_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,Budget_dollards
97,26858,Love's Labour's Lost,Kenneth Branagh, Alessandro Nivola, Alicia Silverstone, Natascha McElhone,Kenneth Branagh,,,Kenneth Branagh, William Shakespeare,,Pathé,,,Comédie, Comédie musicale,,,,,,Grande-Bretagne,24.0,1.0,2001.0,2.0,3.7,93.0,42169.0,13000000.0
98,26861,Miss Congeniality,Sandra Bullock, Benjamin Bratt, Michael Caine, Candice Bergen,Donald Petrie,,,Katie Ford, Caryn Lucas, Marc Lawrence (II),Warner Bros. France,,,Action, Comédie,,,,,,Australie,4.0,4.0,2001.0,2.0,2.9,109.0,150916.0,45000000.0
99,26862,"Monsters, Inc.",,,,,Pete Docter, David Silverman, Lee Unkrich,Pete Docter, Rhett Reese, Andrew Stanton,,,,Animation, Comédie, Famille,,,,,U.S.A.,20.0,3.0,2002.0,2.0,4.5,92.0,777943.0,115000000.0
100,26863,Moulin Rouge!,Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent,Baz Luhrmann,,,Baz Luhrmann, Craig Pearce,,UFD,,,Comédie musicale, Romance,,,,,,Australie,3.0,10.0,2001.0,2.0,3.7,126.0,446712.0,50000000.0
101,26866,Lucky Numbers,John Travolta, Lisa Kudrow, Tim Roth, Ed O&#039;Neill,Nora Ephron,,,Adam Resnick,,,Mars Distribution,,,Comédie, Policier,,,,,,U.S.A.,1.0,8.0,2001.0,2.0,2.8,105.0,30543.0,63000000.0
102,26871,Queen of the Damned,Stuart Townsend, Aaliyah, Marguerite Moreau, Vincent Perez,Michael Rymer,,,Scott Abbott, Michael Petroni, Anne Rice,Warner Bros. France,,,Fantastique, Epouvante-horreur, Musical,,,,,U.S.A.,19.0,6.0,2002.0,2.0,2.4,101.0,248920.0,35000000.0
103,26880,Freddy vs. Jason,Robert Englund, Ken Kirzinger, Kelly Rowland, Jason Ritter,Ronny Yu,,,Mark Swift, Damian Shannon, Wes Craven,Metropolitan FilmExport,,,Fantastique, Epouvante-horreur,,,,,,U.S.A.,29.0,10.0,2003.0,2.0,3.0,96.0,211082.0,30000000.0
104,26882,Gamer,Saïd Taghmaoui, Camille de Pazzis, Alexis Loret, Maud Buquet,Patrick Levy,,,Patrick Levy, Fabien Suarez, Daive Cohen,Cinévia Films,,,Comédie,,,,,,,France,21.0,3.0,2001.0,2.0,2.4,94.0,77778.0,3240000.0
105,26884,Finding Forrester,Sean Connery, Rob Brown, F. Murray Abraham, Anna Paquin,Gus Van Sant,,,Mike Rich,,,Columbia TriStar Films,,,Drame,,,,,,,U.S.A.,18.0,4.0,2001.0,2.0,3.4,136.0,239902.0,43000000.0
106,26885,"Final Fantasy, the Spirits Within",,,,,Hironobu Sakaguchi, Monotori Sakakibara,,Hironobu Sakaguchi, Al Reinert, Jeff Vintar,Columbia TriStar Films,,,Animation, Science Fiction,,,,,,U.S.A.,15.0,8.0,2001.0,2.0,3.3,106.0,774733.0,137000000.0
107,26889,Driven,Sylvester Stallone, Burt Reynolds, Kip Pardue, Stacy Edwards,Renny Harlin,,,Sylvester Stallone, Neal Tabachnick, Jan Skrentny,Warner Bros. France,,,Action,,,,,,,Canada,11.0,7.0,2001.0,2.0,2.5,117.0,157301.0,94000000.0
108,27022,Dinosaur,,,,,Eric Leighton, Ralph Zondag,,Walon Green, Thom Enriquez, John Harrison,,,,Aventure, Animation, Famille,,,,,U.S.A.,29.0,11.0,2000.0,2.0,3.2,82.0,33136.0,127500000.0
109,27042,Valentine,David Boreanaz, Denise Richards, Marley Shelton, Jessica Capshaw,Jamie Blanks,,,Donna Powers, Wayne Powers, Gretchen J. Berg,Warner Bros. France,,,Epouvante-horreur, Thriller,,,,,,U.S.A.,27.0,6.0,2001.0,2.0,2.1,95.0,312115.0,29000000.0
110,27044,Les Jolies choses,Frédéric Saurel, Marion Cotillard, Stomy Bugsy, Patrick Bruel,Gilles Paquet-Brenner,,,Gilles Paquet-Brenner, Virginie Despentes, Gilles Paquet-Brenner,United International Pictures (UIP),,,Comédie dramatique,,,,,,,France,14.0,11.0,2001.0,2.0,2.9,105.0,117099.0,525427.0
111,27046,All the Pretty Horses,Matt Damon, Penélope Cruz, Henry Thomas, Lucas Black,Billy Bob Thornton,,,Ted Tally, Cormac McCarthy,,Columbia TriStar Films,,,Comédie dramatique,,,,,,,U.S.A.,6.0,6.0,2001.0,2.0,2.5,116.0,28139.0,57000000.0
112,27049,The Wedding Planner,Joan Del Mar, Jennifer Lopez, Matthew McConaughey, Bridgette Wilson,Adam Shankman,,,Pamela Falks, Michael Ellis,,,,,Comédie, Romance,,,,,,Allemagne,3.0,7.0,2001.0,1.0,2.4,103.0,271382.0,35000000.0
113,27050,Ghosts of Mars,Natasha Henstridge, Ice Cube, Jason Statham, Pam Grier,John Carpenter,,,Larry Sulkis, John Carpenter,,CTV International,,,Epouvante-horreur, Science Fiction,,,,,,U.S.A.,21.0,11.0,2001.0,2.0,3.4,100.0,203781.0,28000000.0
114,27052,Chocolat,Juliette Binoche, Johnny Depp, Alfred Molina, Judi Dench,Lasse Hallström,,,Robert Nelson Jacobs, Joanne Harris,,Bac Films,,,Comédie, Drame, Romance,,,,,Grande-Bretagne,28.0,2.0,2001.0,2.0,2.3,121.0,111151.0,25000000.0
115,27061,Apocalypse Now,Martin Sheen, Frederic Forrest, Robert Duvall, Albert Hall,Francis Ford Coppola,,,Francis Ford Coppola, John Milius, Michael Herr,Pathé,,,Drame, Guerre,,,,,,U.S.A.,26.0,9.0,1979.0,2.0,4.8,182.0,20537.0,31500000.0
116,27062,Antitrust,Ryan Phillippe, Claire Forlani, Rachael Leigh Cook, Tim Robbins,Peter Howitt,,,Howard Franklin,,,EuropaCorp Distribution,,,Policier, Thriller,,,,,,U.S.A.,27.0,6.0,2001.0,2.0,3.0,104.0,173261.0,30000000.0
117,27063,Le Fabuleux destin d'Amélie Poulain,Audrey Tautou, Mathieu Kassovitz, Rufus, Isabelle Nanty,Jean-Pierre Jeunet,,,Jean-Pierre Jeunet, Guillaume Laurant, Guillaume Laurant,UFD,,,Comédie, Fantastique, Romance,,,,,France,25.0,4.0,2001.0,2.0,4.4,120.0,1185945.0,10000000.0
118,27067,Thirteen Days,Kevin Costner, Bruce Greenwood, Drake Cook, Lucinda Jenney,Roger Donaldson,,,David Self,,,Metropolitan FilmExport,,,Thriller, Guerre,,,,,,U.S.A.,10.0,10.0,2001.0,2.0,3.5,145.0,66816.0,80000000.0
119,27070,The Lord of the Rings: The Fellowship of the Ring,Elijah Wood, Sean Astin, Ian McKellen, Sala Baker,Peter Jackson,,,Peter Jackson, Fran Walsh, Philippa Boyens,Warner Bros. France,,,Aventure, Fantastique,,,,,,U.S.A.,19.0,12.0,2001.0,2.0,3.7,178.0,1978162.0,93000000.0
120,27244,Das Experiment,Moritz Bleibtreu, Christian Berkel, Oliver Stokowski, Wotan Wilke Möhring,Oliver Hirschbiegel,,,Mario Giordano, Christoph Darnstädt, Don Bohlinger,Metropolitan FilmExport,,,Thriller,,,,,,,Allemagne,21.0,5.0,2003.0,2.0,3.7,114.0,46672.0,
121,27405,Oblivion,Tom Cruise, Olga Kurylenko, Morgan Freeman, Andrea Riseborough,Joseph Kosinski,,,Joseph Kosinski, Karl Gajdusek, Michael Arndt,Universal Pictures International France,,,Action, Science Fiction,,,,,,U.S.A.,10.0,4.0,2013.0,2.0,2.9,126.0,598132.0,120000000.0
122,27415,Shrek,,,,,Andrew Adamson, Vicky Jenson,,Ted Elliott, Terry Rossio, Joe Stillman,United International Pictures (UIP),,,Animation, Comédie, Famille, Fantastique,,,,U.S.A.,4.0,7.0,2001.0,2.0,4.3,89.0,730850.0,60000000.0
123,27416,Boys and Girls,Freddie Prinze Jr., Claire Forlani, Jason Biggs, Amanda Detmer,Robert Iscove,,,Andrew Lowery, Andrew Miller,,Bac Films,,,Comédie, Romance,,,,,,U.S.A.,11.0,7.0,2001.0,2.0,2.4,93.0,56150.0,35000000.0
124,27417,Pearl Harbor,Ben Affleck, Josh Hartnett, Kate Beckinsale, Alec Baldwin,Michael Bay,,,Randall Wallace,,,Gaumont Buena Vista International (GBVI),,,Action, Romance, Guerre,,,,,U.S.A.,6.0,6.0,2001.0,2.0,2.7,183.0,866919.0,140000000.0
125,27429,Lara Croft: Tomb Raider,Angelina Jolie, Iain Glen, Daniel Craig, Jon Voight,Simon West,,,Patrick Massett, John Zinman, Simon West,United International Pictures (UIP),,,Action, Aventure, Fantastique, Thriller,,,,U.S.A.,27.0,6.0,2001.0,2.0,2.6,100.0,1232897.0,115000000.0
126,27430,The Mummy Returns,Brendan Fraser, Rachel Weisz, Dwayne Johnson, Arnold Vosloo,Stephen Sommers,,,Stephen Sommers,,,Universal Pictures,,,Aventure, Fantastique,,,,,,U.S.A.,23.0,5.0,2001.0,2.0,3.0,129.0,756465.0,98000000.0
127,27431,Dracula 2000,Gerard Butler, Christopher Plummer, Justine Waddell, Jonny Lee Miller,Patrick Lussier,,,Joel Soisson, Patrick Lussier,,Bac Films,,,Epouvante-horreur,,,,,,,U.S.A.,9.0,5.0,2001.0,2.0,2.6,99.0,105868.0,54000000.0
128,27432,The Kid,Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin,Jon Turteltaub,,,Audrey Wells,,,Gaumont Buena Vista International (GBVI),,,Comédie,,,,,,,U.S.A.,2.0,5.0,2001.0,2.0,2.9,104.0,153747.0,65000000.0
129,27433,Highlander: Endgame,Adrian Paul, Christopher Lambert, Bruce Payne, Lisa Barbuscia,Douglas Aarniokoski,,,Joel Soisson,,,Bac Films,,,Fantastique,,,,,,,U.S.A.,2.0,5.0,2001.0,2.0,2.1,101.0,152422.0,25000000.0
130,27434,Men of Honor,Robert De Niro, Cuba Gooding Jr., Charlize Theron, Aunjanue Ellis,George Tillman Jr.,,,Scott Marshall Smith,,,UFD,,,Biopic, Drame,,,,,,U.S.A.,2.0,5.0,2001.0,2.0,2.4,129.0,101151.0,32000000.0
131,27435,"Belphégor, le fantôme du Louvre",Laurent Bateau, Sophie Marceau, Frédéric Diefenthal, Michel Serrault,Jean-Paul Salomé,,,Jean-Paul Salomé, Jérôme Tonnerre, Danièle Thompson,Mars Distribution,,,Fantastique, Epouvante-horreur,,,,,,France,4.0,4.0,2001.0,2.0,2.6,97.0,849638.0,2627135.0
132,27437,The Mexican,Brad Pitt, Julia Roberts, James Gandolfini, J.K. Simmons,Gore Verbinski,,,J.H. Wyman,,,United International Pictures (UIP),,,Aventure, Comédie, Policier, Romance,,,,Mexique,25.0,4.0,2001.0,2.0,2.4,125.0,374470.0,57000000.0
133,27438,La Tour Montparnasse infernale,Eric Judor, Ramzy Bedia, Marina Foïs, Serge Riaboukine,Charles Nemes,,,Eric Judor, Ramzy Bedia, Kader Aoun,UFD,,,Comédie,,,,,,,France,28.0,2.0,2001.0,2.0,2.9,92.0,758991.0,9570000.0
134,27440,Almost Famous,Patrick Fugit, Billy Crudup, Kate Hudson, Frances McDormand,Cameron Crowe,,,Cameron Crowe,,,Columbia TriStar Films,,,Comédie dramatique,,,,,,,U.S.A.,13.0,3.0,2001.0,1.0,3.8,123.0,80831.0,60000000.0
135,27441,15 Minutes,Roseanne Barr, Robert De Niro, Edward Burns, Melina Kanakaredes,John Herzfeld,,,John Herzfeld,,,Metropolitan FilmExport,,,Thriller,,,,,,,Allemagne,4.0,4.0,2001.0,2.0,3.0,120.0,164206.0,60000000.0
136,27443,Traffic,Michael Douglas, Don Cheadle, Benicio Del Toro, Luis Guzmán,Steven Soderbergh,,,Simon Moore, Stephen Gaghan,,Bac Films,,,Policier, Drame, Thriller,,,,,U.S.A.,7.0,3.0,2001.0,2.0,4.2,147.0,477351.0,48000000.0
137,27444,The Legend of Bagger Vance,Matt Damon, Will Smith, Charlize Theron, Bruce McGill,Robert Redford,,,Jeremy Leven,,,UFD,,,Comédie dramatique, Fantastique, Évènement Sportif,,,,,U.S.A.,3.0,4.0,2001.0,1.0,2.8,126.0,143724.0,80000000.0
138,27445,Remember the Titans,Denzel Washington, Will Patton, Gregory Alan Williams, Wood Harris,Boaz Yakin,,,Gregory Allen Howard,,,Gaumont Buena Vista International (GBVI),,,Drame, Historique,,,,,,U.S.A.,18.0,4.0,2001.0,2.0,2.8,114.0,179097.0,30000000.0
139,27446,Un crime au paradis,Jacques Villeret, Josiane Balasko, André Dussollier, Suzanne Flon,Jean Becker,,,Sébastien Japrisot, Jean Becker,,UFD,,,Comédie,,,,,,,France,28.0,2.0,2001.0,2.0,2.9,90.0,430404.0,240026.0
140,27448,Hannibal,Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta,Ridley Scott,,,David Mamet, Steven Zaillian, Thomas Harris,United International Pictures (UIP),,,Thriller,,,,,,,Grande-Bretagne,28.0,2.0,2001.0,2.0,3.3,125.0,609324.0,87000000.0
141,27549,Bedazzled,Brendan Fraser, Elizabeth Hurley, Frances O&#039;Connor, Orlando Jones,Harold Ramis,,,Peter Tolan, Larry Gelbart, Harold Ramis,UFD,,,Comédie, Fantastique, Romance,,,,,Allemagne,21.0,2.0,2001.0,2.0,3.2,93.0,168696.0,48000000.0
142,27550,Barnie et ses petites contrariétés,Fabrice Luchini, Nathalie Baye, Marie Gillain, Hugo Speer,Bruno Chiche,,,,,,Bac Films,,,Comédie,,,,,,,France,21.0,2.0,2001.0,2.0,2.9,85.0,352563.0,4882.0
143,27551,Vertical Limit,Chris O&#039;Donnell, Robin Tunney, Bill Paxton, Scott Glenn,Martin Campbell,,,Robert King (III), Terry Hayes,,Columbia TriStar Films,,,Aventure,,,,,,,Allemagne,21.0,2.0,2001.0,2.0,2.9,125.0,554437.0,75000000.0
144,27552,What Women Want,Mel Gibson, Helen Hunt, Marisa Tomei, Alan Alda,Nancy Meyers,,,Josh Goldsmith, Cathy Yuspa, Diane Drake,Bac Films,,,Comédie, Romance,,,,,,U.S.A.,14.0,2.0,2001.0,2.0,3.7,127.0,959614.0,70000000.0
145,27555,Un Aller simple,Stéphane Jobert, Florence Hautier, Luc Palun, Alexandre Pottier,Laurent Heynemann,,,Didier Van Cauwelaert, Laurent Heynemann, Albert Algoud,Mars Distribution,,,Comédie,,,,,,,France,30.0,5.0,2001.0,2.0,2.7,90.0,73291.0,
146,27763,102 Dalmatians,Glenn Close, Gérard Depardieu, Ioan Gruffudd, Alice Evans,Kevin Lima,,,Kristen Buckley, Brian Regan, Bob Tzudiker,,,,Comédie,,,,,,,U.S.A.,31.0,1.0,2001.0,2.0,2.9,100.0,666739.0,85000000.0
147,27764,Le Pacte des loups,Samuel Le Bihan, Mark Dacascos, Jérémie Renier, Vincent Cassel,Christophe Gans,,,Stéphane Cabel, Christophe Gans, Stéphane Cabel,Metropolitan FilmExport,,,Aventure, Historique, Epouvante-horreur,,,,,France,31.0,1.0,2001.0,2.0,3.5,150.0,1260659.0,29000000.0
148,27765,The Exorcist,Linda Blair, Ellen Burstyn, Max von Sydow, Jason Miller,William Friedkin,,,William Peter Blatty, William Peter Blatty,,Warner Bros. France,,,Epouvante-horreur,,,,,,,U.S.A.,11.0,9.0,1974.0,2.0,3.3,121.0,621727.0,11000000.0
149,27770,Cast Away,Tom Hanks, Helen Hunt, Nick Searcy, Chris Noth,Robert Zemeckis,,,William Broyles Jr.,,,United International Pictures (UIP),,,Aventure, Drame,,,,,,U.S.A.,17.0,1.0,2001.0,2.0,3.7,143.0,442316.0,90000000.0
150,27774,Mortel transfert,Jean-Hugues Anglade, Hélène de Fougerolles, Predrag &#039;Miki&#039; Manojlovic, Valentina Sauca,Jean-Jacques Beineix,,,Jean-Jacques Beineix,,,UFD,,,Comédie dramatique, Policier,,,,,,France,10.0,1.0,2001.0,2.0,2.7,122.0,38543.0,7000000.0
151,27775,Lost Souls,Winona Ryder, Ben Chaplin, John Hurt, Philip Baker Hall,Janusz Kaminski,,,Pierce Gardner, Betsy Stahl,,Metropolitan FilmExport,,,Drame, Fantastique, Epouvante-horreur,,,,,U.S.A.,10.0,1.0,2001.0,2.0,2.3,95.0,43074.0,50000000.0
152,27777,Meet the Parents,Robert De Niro, Ben Stiller, Teri Polo, Blythe Danner,Jay Roach,,,Jim Herzfeld, John Hamburg,,United International Pictures (UIP),,,Comédie, Romance,,,,,,U.S.A.,3.0,1.0,2001.0,2.0,3.4,107.0,215409.0,55000000.0
153,27791,Chicken Run,,,,,Peter Lord, Nick Park,,Karey Kirkpatrick, Kelly Asbury,,Pathé,,,Aventure, Animation, Comédie,,,,,Grande-Bretagne,13.0,12.0,2000.0,2.0,4.3,84.0,126059.0,45000000.0
154,27792,Unbreakable,Bruce Willis, Samuel L. Jackson, Robin Wright, Spencer Treat Clark,M. Night Shyamalan,,,M. Night Shyamalan,,,Gaumont Buena Vista International (GBVI),,,Fantastique, Thriller,,,,,,U.S.A.,27.0,12.0,2000.0,2.0,3.4,106.0,195451.0,75000000.0
155,27793,Le Placard,Daniel Auteuil, Gérard Depardieu, Thierry Lhermitte, Michèle Laroque,Francis Veber,,,Francis Veber, Francis Veber,,Gaumont Buena Vista International (GBVI),,,Comédie,,,,,,,France,17.0,1.0,2001.0,2.0,3.6,84.0,1190496.0,2380184.0
156,27920,Lascars,,,,,Albert Pereira Lazaro, Emmanuel Klotz,,Eldiablo, Izm, Alexis Dolivet,Bac Films,,,Animation,,,,,,,France,17.0,6.0,2009.0,2.0,3.9,96.0,222993.0,10800000.0
157,27936,Origine contrôlée,Patrick Ligardes, Atmen Kélif, Ronit Elkabetz, Abder El Kebir,Ahmed Bouchaala, Zakia Bouchaala,,Ahmed Bouchaala, Zakia Bouchaala, Ahmed Bouchaala,L.C.J. Editions et Productions,,,Comédie,,,,,,,France,24.0,1.0,2001.0,2.0,3.1,90.0,42930.0,
158,27993,Druids,Christopher Lambert, Klaus Maria Brandauer, Max von Sydow, Inés Sastre,Jacques Dorfmann,,,Rospo Pallenberg, Norman Spinrad, Jacques Dorfmann,,,,Historique,,,,,,,France,24.0,1.0,2001.0,2.0,2.2,142.0,222602.0,
159,28104,La Vérité si je mens ! 2,Richard Anconina, José Garcia, Gad Elmaleh, Bruno Solo,Thomas Gilou,,,Gérard Bitton, Michel Munz,,Warner Bros. France,,,Comédie,,,,,,,France,7.0,2.0,2001.0,2.0,3.7,105.0,2830489.0,17317084.0
160,28109,La lengua de las mariposas,Fernando Fernán Gómez, Manuel Lozano Opispo, Uxia Blanco, Martin Uriarte,José Luis Cuerda,,,Rafael Azcona, Manuel Rivas,,Gaumont Buena Vista International (GBVI),,,Comédie dramatique,,,,,,,Espagne,10.0,5.0,2000.0,2.0,2.9,95.0,42001.0,2092682.0
161,28111,Va savoir,Catherine Rouvel, Claude Berri, Attilio Cucari, Bettina Kee,Jacques Rivette,,,Pascal Bonitzer, Christine Laurent, Luigi Pirandello,Les Films du Losange,,,Comédie dramatique, Judiciaire, Romance,,,,,France,10.0,10.0,2001.0,2.0,4.5,220.0,83347.0,907323.0
162,28113,La Chambre des Officiers,Eric Caravaca, Denis Podalydès, Gregori Derangère, Sabine Azéma,François Dupeyron,,,François Dupeyron, Marc Dugain,,ARP Sélection,,,Drame, Guerre,,,,,,France,26.0,9.0,2001.0,2.0,3.7,135.0,198226.0,1200976.0
163,28115,Liberté-Oléron,Denis Podalydès, Guilaine Londez, Arnaud Jalbert, Ange Ruzé,Bruno Podalydès,,,Bruno Podalydès, Denis Podalydès,,UFD,,,Comédie,,,,,,,France,20.0,6.0,2001.0,2.0,3.4,107.0,70059.0,
164,28175,Chaos,Vincent Lindon, Catherine Frot, Rachida Brakni, Line Renaud,Coline Serreau,,,Coline Serreau,,,Bac Films,,,Comédie dramatique,,,,,,,France,3.0,10.0,2001.0,2.0,3.3,109.0,366179.0,
165,28235,The Score,Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett,Frank Oz,,,Kario Salem, Lem Dobbs, Scott Marshall Smith,Pathé,,,Action, Policier, Thriller,,,,,U.S.A.,8.0,8.0,2001.0,2.0,3.2,123.0,271668.0,68000000.0
166,28244,L'Art (délicat) de la séduction,Patrick Timsit, Cécile de France, Richard Berry, Alain Chabat,Richard Berry,,,Richard Berry, Jean-Pierre Aubert,,CTV International,,,Comédie, Romance,,,,,,France,21.0,3.0,2001.0,2.0,2.5,95.0,220274.0,
167,28254,La Faute à Voltaire,Sami Bouajila, Aure Atika, Élodie Bouchez, Bruno Lochet,Abdellatif Kechiche,,,Abdellatif Kechiche, Abdellatif Kechiche,,Mission,,,Drame,,,,,,,France,14.0,2.0,2001.0,2.0,3.7,133.0,33387.0,
168,28293,Félix et Lola,Diomay Sarr, Charlotte Gainsbourg, Philippe Torreton, Alain Bashung,Patrice Leconte,,,Patrick Cauvin, Patrice Leconte, Patrick Cauvin,Pathé,,,Comédie dramatique,,,,,,,France,7.0,3.0,2001.0,2.0,2.8,89.0,39322.0,9475.0
169,28355,Men in Black II,Will Smith, Tommy Lee Jones, Rip Torn, Lara Flynn Boyle,Barry Sonnenfeld,,,Robert Gordon, Barry Fanaro, Lowell Cunningham,Columbia TriStar Films,,,Comédie, Science Fiction,,,,,,U.S.A.,7.0,8.0,2002.0,2.0,3.1,90.0,2141755.0,140000000.0
170,28356,Ali,Will Smith, Jamie Foxx, Jon Voight, Jeffrey Wright,Michael Mann,,,Gregory Allen Howard, Stephen J. Rivele, Eric Roth,Bac Films,,,Biopic, Drame,,,,,,U.S.A.,20.0,2.0,2002.0,2.0,3.9,158.0,505352.0,107000000.0
171,28359,The Pianist,Adrien Brody, Thomas Kretschmann, Emilia Fox, Ed Stoppard,Roman Polanski,,,Ronald Harwood, Roman Polanski, Wladyslaw Szpilman,Bac Films,,,Drame, Historique,,,,,,France,25.0,9.0,2002.0,2.0,4.1,148.0,379604.0,35000000.0
172,28363,Thir13en Ghosts,Shannon Elizabeth, Tony Shalhoub, F. Murray Abraham, Matthew Lillard,Steve Beck,,,Neal Stevens, Richard D&#039;Ovidio, Robb White,Columbia TriStar Films,,,Fantastique, Epouvante-horreur,,,,,,U.S.A.,16.0,1.0,2002.0,2.0,2.3,91.0,147613.0,42000000.0
173,28367,2046,Tony Leung Chiu-Wai, Gong Li, Takuya Kimura, Faye Wong,Wong Kar-Wai,,,Wong Kar-Wai,,,Océan Films,,,Drame,,,,,,,Hong-Kong,20.0,10.0,2004.0,2.0,4.2,129.0,149026.0,12000000.0
174,28368,24 heures de la vie d'une femme,Agnès Jaoui, Michel Serrault, Nikolaj Coster-Waldau, Clément Van Den Bergh,Laurent Bouhnik,,,Gilles Taurand, Laurent Bouhnik, Stefan Zweig,MK2 Diffusion,,,Drame, Romance,,,,,,France,8.0,1.0,2003.0,2.0,3.2,105.0,110920.0,12517200.0
175,28369,3 Zéros,Lorànt Deutsch, Samuel Le Bihan, Gérard Lanvin, Gérard Darmon,Fabien Onteniente,,,Fabien Onteniente, Philippe Guillard, Emmanuel Booz,Bac Films,,,Comédie,,,,,,,France,24.0,4.0,2002.0,2.0,3.4,97.0,509201.0,6416410.0
176,28374,40 Days and 40 Nights,Josh Hartnett, Shannyn Sossamon, Paulo Costanzo, Adam Trese,Michael Lehmann,,,Robert Perez, Rob Perez,,United International Pictures (UIP),,,Comédie,,,,,,,France,10.0,7.0,2002.0,2.0,2.2,96.0,357007.0,17000000.0
177,28377,3000 Miles to Graceland,Kurt Russell, Kevin Costner, Courteney Cox, Kevin Pollak,Demian Lichtenstein,,,Richard Recco, Demian Lichtenstein,,Warner Bros. France,,,Action, Policier, Thriller,,,,,U.S.A.,1.0,8.0,2001.0,2.0,2.9,125.0,24968.0,62000000.0
178,28384,A Beautiful Mind,Russell Crowe, Ed Harris, Jennifer Connelly, Paul Bettany,Ron Howard,,,Akiva Goldsman,,,United International Pictures (UIP),,,Drame,,,,,,,U.S.A.,13.0,2.0,2002.0,2.0,2.8,134.0,215506.0,58000000.0
179,28388,In the Cut,Nick Damici, Patrice O&#039;Neal, Sharrieff Pugh, Heather Litteer,Jane Campion,,,Jane Campion, Susanna Moore, Susanna Moore,Pathé,,,Erotique, Thriller,,,,,,U.S.A.,17.0,12.0,2003.0,2.0,3.5,102.0,135900.0,12000000.0
180,28389,Betty Fisher et autres histoires,Sandrine Kiberlain, Nicole Garcia, Mathilde Seigner, Edouard Baer,Claude Miller,,,Claude Miller, Ruth Rendell,,UFD,,,Drame,,,,,,,France,24.0,10.0,2001.0,2.0,3.4,101.0,88209.0,1251016.0
181,28401,Inch'allah dimanche,Fejria Deliba, Zinedine Soualem, Marie-France Pisier, Amina Annabi,Yamina Benguigui,,,Yamina Benguigui,,,ARP Sélection,,,Drame,,,,,,,France,5.0,12.0,2001.0,2.0,3.4,98.0,37848.0,386634.0
182,28417,Little Senegal,Sotigui Kouyate, Sharon Hope, Roschdy Zem, Karim Koussein-Traoré,Rachid Bouchareb,,,Rachid Bouchareb, Olivier Lorelle,,Tadrart Films,,,Drame,,,,,,,Algérie,18.0,4.0,2001.0,2.0,3.8,98.0,41634.0,425346.0
183,28418,About a Boy,Hugh Grant, Toni Collette, Rachel Weisz, Nicholas Hoult,Paul Weitz, Chris Weitz,,Chris Weitz, Paul Weitz, Peter Hedges,Mars Distribution,,,Comédie, Drame,,,,,,U.S.A.,13.0,11.0,2002.0,2.0,3.7,105.0,274846.0,30000000.0
184,28420,About Schmidt,Jack Nicholson, Kathy Bates, Hope Davis, Dermot Mulroney,Alexander Payne,,,Alexander Payne, Jim Taylor, Louis Begley,Metropolitan FilmExport,,,Comédie, Drame,,,,,,U.S.A.,5.0,3.0,2003.0,2.0,3.2,125.0,162803.0,30000000.0
185,28423,Absolument fabuleux,Josiane Balasko, Nathalie Baye, Marie Gillain, Vincent Elbaz,Gabriel Aghion,,,Gabriel Aghion, Dawn French, Pierre Palmade,Bac Films,,,Comédie,,,,,,,France,29.0,8.0,2001.0,2.0,2.3,105.0,645398.0,150122.0
186,28427,Te wu mi cheng,Jackie Chan, Eric Tsang, Vivian Hsu, Min Kim,Teddy Chan,,,Ivy Ho,,,TFM Distribution,,,Action, Comédie, Thriller,,,,,U.S.A.,27.0,8.0,2003.0,2.0,2.4,83.0,86191.0,
187,28430,Intolerable Cruelty,George Clooney, Catherine Zeta-Jones, Geoffrey Rush, Billy Bob Thornton,Joel Coen, Ethan Coen,,Ethan Coen, Joel Coen, Robert Ramsey,United International Pictures (UIP),,,Comédie, Romance,,,,,,U.S.A.,19.0,11.0,2003.0,2.0,4.0,100.0,563086.0,60000000.0
188,28439,Irène,Cécile de France, Bruno Putzulu, Olivier Sitruk, Patrick Chesnais,Ivan Calbérac,,,Eric Assous, Ivan Calbérac, Benoit Labourdette,SND,,,Comédie, Romance,,,,,,France,26.0,6.0,2002.0,2.0,3.0,98.0,66360.0,1028516.0
189,28446,J'ai oublié de te dire,Omar Sharif, Emilie Dequenne, Anne Canovas, Franck Gourlat,Laurent Vinas-Raymond,,,Laurent Vinas-Raymond,,,Colifilms Diffusion,,,Drame,,,,,,,France,28.0,4.0,2010.0,2.0,2.5,100.0,21272.0,
190,28447,J'ai faim !!!,Catherine Jacob, Michèle Laroque, Garance Clavel, Isabelle Candelier,Florence Quentin,,,Florence Quentin,,,Gaumont Buena Vista International (GBVI),,,Comédie,,,,,,,France,7.0,11.0,2001.0,2.0,2.6,97.0,218247.0,1175955.0
